prodcode,strength,substancestrength,routeofadministration,bnfheader,formulation,bnfchapter,drugsubstance,productname,route,class
14519,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,doxepin hydrochloride,sinequan 75mg capsules (pfizer ltd),oral,3
43024,20mg/1ml,20mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs,oral solution,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 100mg/5ml oral solution,oral,3
77130,2mg/1ml,,,,oral solution,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 10mg/5ml oral solution,oral,3
70838,25mg,,,,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg capsule (celltech pharma europe ltd),oral,3
84,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg capsules,oral,3
23426,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg capsules (a a h pharmaceuticals ltd),oral,3
34745,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg capsules (actavis uk ltd),oral,3
34643,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg capsules (almus pharmaceuticals ltd),oral,3
31824,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg capsules (ivax pharmaceuticals uk ltd),oral,3
44853,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg capsules (kent pharmaceuticals ltd),oral,3
29875,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg capsules (mylan),oral,3
33164,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg capsules (sandoz ltd),oral,3
34641,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg capsules (sovereign medical ltd),oral,3
76317,25mg,,,,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg capsules (strides pharma uk ltd),oral,3
34223,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg capsules (teva uk ltd),oral,3
19168,25mg/5ml,25mg/5ml,Oral,Tricyclic And Related Antidepressant Drugs,mixture,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg/5ml mixture,oral,3
50722,5mg/1ml,5mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs,oral solution,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg/5ml oral solution,oral,3
45737,25mg/5ml,25mg/5ml,Oral,Tricyclic And Related Antidepressant Drugs,oral solution,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg/5ml oral solution (rosemont pharmaceuticals ltd),oral,3
6054,25mg/5ml,25mg/5ml,Oral,Tricyclic And Related Antidepressant Drugs,oral solution sugar-free,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg/5ml oral solution sugar free,oral,3
71023,5mg/1ml,,,,oral solution,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg/5ml oral solution sugar free (special order),oral,3
70593,5mg/1ml,,,,oral suspension,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 25mg/5ml oral suspension,oral,3
74,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 75mg tablets,oral,3
32121,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 75mg tablets (a a h pharmaceuticals ltd),oral,3
19186,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 75mg tablets (actavis uk ltd),oral,3
67728,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 75mg tablets (alliance healthcare (distribution) ltd),oral,3
42734,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 75mg tablets (almus pharmaceuticals ltd),oral,3
81126,75mg,,,,tablet,tricyclic and related antidepressants,dosulepin hydrochloride,dosulepin 75mg tablets (co-pharma ltd),oral,3
31826,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 75mg tablets (ivax pharmaceuticals uk ltd),oral,3
34525,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 75mg tablets (mylan),oral,3
62681,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 75mg tablets (sandoz ltd),oral,3
71059,75mg,,,,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 75mg tablets (sovereign medical ltd),oral,3
34058,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 75mg tablets (teva uk ltd),oral,3
57926,15mg/1ml,15mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs,oral solution,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 75mg/5ml oral solution,oral,3
10948,75mg/5ml,75mg/5ml,Oral,Tricyclic And Related Antidepressant Drugs,oral solution sugar-free,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dosulepin 75mg/5ml oral solution sugar free,oral,3
1940,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dothapax 25 capsules (ashbourne pharmaceuticals ltd),oral,3
15632,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,dothapax 75 tablets (ashbourne pharmaceuticals ltd),oral,3
21820,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,prepadine 25mg capsules (teva uk ltd),oral,3
21819,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,prepadine 75mg tablets (teva uk ltd),oral,3
67990,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,prothiaden 25mg capsules (sigma pharmaceuticals plc),oral,3
51758,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,prothiaden 25mg capsules (stephar (u.k.) ltd),oral,3
1169,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,prothiaden 25mg capsules (teofarma),oral,3
2320,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,prothiaden 75mg tablets (teofarma),oral,3
30376,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,dosulepin hydrochloride,thaden 25mg capsules (opus pharmaceuticals ltd),oral,3
21157,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,dosulepin hydrochloride,thaden 75mg tablets (opus pharmaceuticals ltd),oral,3
7981,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablets,tricyclic and related antidepressant drugs/neuropathic pain,desipramine,desipramine 25mg tablets,oral,3
7979,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,desipramine,pertofran 25mg tablet (novartis pharmaceuticals uk ltd),oral,3
7515,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,anafranil 10mg capsules (novartis pharmaceuticals uk ltd),oral,3
3657,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,anafranil 25mg capsules (novartis pharmaceuticals uk ltd),oral,3
8719,5mg/1ml,5mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs,oral solution,tricyclic and related antidepressant drugs,clomipramine hydrochloride,anafranil 25mg/5ml syrup (novartis pharmaceuticals uk ltd),oral,3
7693,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,anafranil 50mg capsules (novartis pharmaceuticals uk ltd),oral,3
7894,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,modified-release tablet,tricyclic and related antidepressant drugs,clomipramine hydrochloride,anafranil sr 75mg tablets (novartis pharmaceuticals uk ltd),oral,3
3194,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 10mg capsules,oral,3
34866,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 10mg capsules (a a h pharmaceuticals ltd),oral,3
68665,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 10mg capsules (almus pharmaceuticals ltd),oral,3
83468,10mg,,,,capsule,unknown,clomipramine hydrochloride,clomipramine 10mg capsules (almus pharmaceuticals ltd),oral,3
41628,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 10mg capsules (ivax pharmaceuticals uk ltd),oral,3
62620,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 10mg capsules (mylan),oral,3
43561,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 10mg capsules (teva uk ltd),oral,3
3670,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 25mg capsules,oral,3
34245,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 25mg capsules (a a h pharmaceuticals ltd),oral,3
81617,25mg,,,,capsule,tricyclic and related antidepressants,clomipramine hydrochloride,clomipramine 25mg capsules (actavis uk ltd),oral,3
83470,25mg,,,,capsule,unknown,clomipramine hydrochloride,clomipramine 25mg capsules (almus pharmaceuticals ltd),oral,3
41563,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 25mg capsules (ivax pharmaceuticals uk ltd),oral,3
45350,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 25mg capsules (teva uk ltd),oral,3
65762,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 25mg capsules (waymade healthcare plc),oral,3
8720,5mg/1ml,5mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs,oral solution,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 25mg/5ml oral solution,oral,3
64458,5mg/1ml,5mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs,oral suspension,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 25mg/5ml oral suspension,oral,3
3925,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 50mg capsules,oral,3
45318,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 50mg capsules (a a h pharmaceuticals ltd),oral,3
41597,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 50mg capsules (ivax pharmaceuticals uk ltd),oral,3
53187,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 50mg capsules (kent pharmaceuticals ltd),oral,3
78324,50mg,,,,capsule,tricyclic and related antidepressants,clomipramine hydrochloride,clomipramine 50mg capsules (mylan),oral,3
65804,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 50mg capsules (teva uk ltd),oral,3
77227,50mg,,,,capsule,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 50mg capsules (waymade healthcare plc),oral,3
53161,10mg/1ml,10mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs,oral solution,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 50mg/5ml oral solution,oral,3
38274,10mg/1ml,10mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs,oral suspension,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 50mg/5ml oral suspension,oral,3
78057,1mg/1ml,,,,oral solution,tricyclic and related antidepressants,clomipramine hydrochloride,clomipramine 5mg/5ml oral solution,oral,3
8661,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,modified-release tablet,tricyclic and related antidepressant drugs,clomipramine hydrochloride,clomipramine 75mg modified-release tablets,oral,3
815,40mg/1ml,40mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral drops,selective serotonin re-uptake inhibitors,citalopram hydrochloride,cipramil 40mg/ml drops (lundbeck ltd),oral,1
513,40mg/1ml,40mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral drops,selective serotonin re-uptake inhibitors,citalopram hydrochloride,citalopram 40mg/ml oral drops sugar free,oral,1
57936,40mg/1ml,40mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral drops,selective serotonin re-uptake inhibitors,citalopram hydrochloride,citalopram 40mg/ml oral drops sugar free (a a h pharmaceuticals ltd),oral,1
56292,40mg/1ml,40mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral drops,selective serotonin re-uptake inhibitors,citalopram hydrochloride,citalopram 40mg/ml oral drops sugar free (actavis uk ltd),oral,1
72124,40mg/1ml,,,,oral drops,selective serotonin re-uptake inhibitors,citalopram hydrochloride,citalopram 40mg/ml oral drops sugar free (teva uk ltd),oral,1
3861,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,cipramil 10mg tablets (lundbeck ltd),oral,1
79784,10mg,,,,tablet,selective serotonin re-uptake inhibitors (ssri),citalopram hydrobromide,cipramil 10mg tablets (waymade healthcare plc),oral,1
63953,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,cipramil 20mg tablets (de pharmaceuticals),oral,1
1712,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,cipramil 20mg tablets (lundbeck ltd),oral,1
2408,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,cipramil 40mg tablets (lundbeck ltd),oral,1
34498,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablet (neo laboratories ltd),oral,1
476,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets,oral,1
34586,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (a a h pharmaceuticals ltd),oral,1
64423,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (accord healthcare ltd),oral,1
32848,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (actavis uk ltd),oral,1
49165,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (alliance healthcare (distribution) ltd),oral,1
42660,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (almus pharmaceuticals ltd),oral,1
52100,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (arrow generics ltd),oral,1
59650,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (aurobindo pharma ltd),oral,1
53787,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (bristol laboratories ltd),oral,1
71005,10mg,,,,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (de pharmaceuticals),oral,1
33720,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (ivax pharmaceuticals uk ltd),oral,1
52408,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (kent pharmaceuticals ltd),oral,1
34436,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (mylan),oral,1
45286,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (niche generics ltd),oral,1
75697,10mg,,,,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (phoenix healthcare distribution ltd),oral,1
52824,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (pliva pharma ltd),oral,1
59193,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (ranbaxy (uk) ltd),oral,1
63441,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (rivopharm (uk) ltd),oral,1
34499,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (sandoz ltd),oral,1
60888,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (sigma pharmaceuticals plc),oral,1
41528,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (teva uk ltd),oral,1
80370,10mg,,,,tablet,selective serotonin re-uptake inhibitors (ssri),citalopram hydrobromide,citalopram 10mg tablets (tillomed laboratories ltd),oral,1
56355,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (waymade healthcare plc),oral,1
34413,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg tablets (zentiva),oral,1
54827,2mg/1ml,2mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral suspension,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 10mg/5ml oral suspension,oral,1
34722,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablet (neo laboratories ltd),oral,1
67,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets,oral,1
34356,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (a a h pharmaceuticals ltd),oral,1
67097,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (accord healthcare ltd),oral,1
34871,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (actavis uk ltd),oral,1
53394,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (alliance healthcare (distribution) ltd),oral,1
48026,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (almus pharmaceuticals ltd),oral,1
56009,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (arrow generics ltd),oral,1
58476,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (aurobindo pharma ltd),oral,1
52607,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (bristol laboratories ltd),oral,1
52354,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (de pharmaceuticals),oral,1
34415,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (mylan),oral,1
34970,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (niche generics ltd),oral,1
81067,20mg,,,,tablet,selective serotonin re-uptake inhibitors (ssri),citalopram hydrobromide,citalopram 20mg tablets (noumed life sciences ltd),oral,1
73417,20mg,,,,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (pliva pharma ltd),oral,1
72373,20mg,,,,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (ranbaxy (uk) ltd),oral,1
26016,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (sandoz ltd),oral,1
82670,20mg,,,,tablet,selective serotonin re-uptake inhibitors (ssri),citalopram hydrobromide,citalopram 20mg tablets (sovereign medical ltd),oral,1
34966,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (teva uk ltd),oral,1
60568,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (waymade healthcare plc),oral,1
34822,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg tablets (zentiva),oral,1
71848,4mg/1ml,,,,oral suspension,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 20mg/5ml oral suspension,oral,1
74753,,,,,,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 30mg tablets,,1
43519,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablet (neo laboratories ltd),oral,1
4770,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets,oral,1
36746,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (a a h pharmaceuticals ltd),oral,1
69571,40mg,,,,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (accord healthcare ltd),oral,1
46977,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (actavis uk ltd),oral,1
75075,40mg,,,,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (alliance healthcare (distribution) ltd),oral,1
60839,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (almus pharmaceuticals ltd),oral,1
70790,40mg,,,,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (aurobindo pharma ltd),oral,1
55033,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (de pharmaceuticals),oral,1
75702,40mg,,,,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (kent pharmaceuticals ltd),oral,1
83078,40mg,,,,tablet,selective serotonin re-uptake inhibitors (ssri),citalopram hydrobromide,citalopram 40mg tablets (medreich plc),oral,1
34603,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (mylan),oral,1
45223,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (niche generics ltd),oral,1
34466,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (sandoz ltd),oral,1
45304,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (teva uk ltd),oral,1
